qid,occurrence,label,description,instance_of,uri
Q173065,3,Kingdom of Naples,Italian state (1282–1816),Q3024240,http://wikidata.org/entity/Q173065
Q23103,1,Shropshire,ceremonial county in the United Kingdom,Q180673,http://wikidata.org/entity/Q23103
Q498078,2,Bad Arolsen,"town in Landkreis Waldeck-Frankenberg in Hesse, Germany",Q6882870,http://wikidata.org/entity/Q498078
Q341777,1,Čáslav,town in the Czech Republic,Q5153359,http://wikidata.org/entity/Q341777
Q60847808,3,Saint-Germain-en-Laye,"commune in Yvelines, France",Q484170,http://wikidata.org/entity/Q60847808
Q183111,1,Jihlava,city in Czechia,Q15978299,http://wikidata.org/entity/Q183111
Q270532,8,University of Aberdeen,"university in Aberdeen, Scotland, United Kingdom",Q62078547,http://wikidata.org/entity/Q270532
Q4138967,1,Christian Friedrich Johann Girschner,"German organist, composer, and music teacher (1794–1860)",Q5,http://wikidata.org/entity/Q4138967
Q959789,1,Josef Proksch,Czech music educator and pianist,Q5,http://wikidata.org/entity/Q959789
Q504499,1,Freystadt,municipality in Landkreis Neumarkt in der Oberpfalz in Germany,Q42744322,http://wikidata.org/entity/Q504499
Q8897,1,Blasewitz,"borough of Dresden, Germany",Q253019,http://wikidata.org/entity/Q8897
Q687026,1,Himmelpfortgrund,quarter of Vienna,Q123705,http://wikidata.org/entity/Q687026
Q23380,1,Jean-Auguste-Dominique Ingres,French painter (1780–1867),Q5,http://wikidata.org/entity/Q23380
Q2833555,1,Alexandre-Marie Colin,French painter (1798-1875),Q5,http://wikidata.org/entity/Q2833555
Q161145,1,Horace Vernet,French painter (1789–1863),Q5,http://wikidata.org/entity/Q161145
Q18508256,1,Gustave Janet,French draughtsman and lithographer (1829-1898),Q5,http://wikidata.org/entity/Q18508256
Q273593,5,Beaux-Arts de Paris,national school of fine arts in France,Q383092,http://wikidata.org/entity/Q273593
Q209898,3,Johan Wagenaar,"Dutch composer, teacher, and organist",Q5,http://wikidata.org/entity/Q209898
Q2196484,1,Willem Voormolen,Dutch politician (1856–1909),Q5,http://wikidata.org/entity/Q2196484
Q136009268,1,Aleida Maria Wentholt,28 Apr 1866 Hellevoetsluis - 7 Apr 1913 Rijsenburg,Q5,http://wikidata.org/entity/Q136009268
Q3661158,1,Casa Rossini,"Museum in Pesaro, Italy",Q19979289,http://wikidata.org/entity/Q3661158
Q3687222,2,Conservatorio Giovanni Battista Martini,"music conservatory in Bologna, Italy",Q4671277,http://wikidata.org/entity/Q3687222
Q14808,1,Oranienburg,"town in Brandenburg state, Germany",Q1548518,http://wikidata.org/entity/Q14808
Q1254772,1,Yannis Ioannidis,Greek composer and conductor (1930 - 2026),Q5,http://wikidata.org/entity/Q1254772
Q55038,18,Berlin University of the Arts,"public art school in Berlin, Germany",Q1021290,http://wikidata.org/entity/Q55038
Q21620169,1,Johannes Aafjes,,Q5,http://wikidata.org/entity/Q21620169
Q21620194,1,Nicolasina Aafjes,,Q5,http://wikidata.org/entity/Q21620194
Q234735,1,Meudon,"commune in Hauts-de-Seine, France",Q484170,http://wikidata.org/entity/Q234735
Q500588,1,L'Aigle,"commune in Orne, France",Q484170,http://wikidata.org/entity/Q500588
Q95094,1,Cento,"comune in Emilia-Romagna, Italy",Q747074,http://wikidata.org/entity/Q95094
Q20352,1,Neustrelitz,"town in Mecklenburg-Vorpommern, Germany",Q42744322,http://wikidata.org/entity/Q20352
Q7078,1,Rottenburg am Neckar,"city in Baden-Württemberg, Germany",Q42744322,http://wikidata.org/entity/Q7078
Q571925,1,Gröningen,municipality of Germany,Q42744322,http://wikidata.org/entity/Q571925
Q124428561,1,Wolfgang Kirmayr,,Q5,http://wikidata.org/entity/Q124428561
Q42807,3,Nîmes,city and prefecture of the Gard department in the Occitanie region of Southern France,Q484170,http://wikidata.org/entity/Q42807
Q51878,1,San Vito dei Normanni,Italian comune,Q515,http://wikidata.org/entity/Q51878
Q72118,1,Frattamaggiore,Italian comune,Q747074,http://wikidata.org/entity/Q72118
Q822752,1,Bernard Václav Štiasný,Czech composer (1760-1835),Q5,http://wikidata.org/entity/Q822752
Q105454215,1,Jan Šťastný,Czech musician,Q5,http://wikidata.org/entity/Q105454215
Q47542426,1,Louis Lee,German cellist and composer,Q5,http://wikidata.org/entity/Q47542426
Q21494,1,Muttersholtz,"commune in Bas-Rhin, France",Q484170,http://wikidata.org/entity/Q21494
Q725308,1,George Jamesone,Scottish painter (1587-1644),Q5,http://wikidata.org/entity/Q725308
Q338523,1,Accademia di San Luca,Italian association of artists in Rome,Q162633,http://wikidata.org/entity/Q338523
Q174019,2,Béziers,"city in Hérault, Occitanie, France",Q484170,http://wikidata.org/entity/Q174019
Q15430949,1,Christina Houbraken,Dutch artist,Q5,http://wikidata.org/entity/Q15430949
Q2523302,1,Antonina Houbraken,Dutch artist (1686-1736),Q5,http://wikidata.org/entity/Q2523302
Q165980,49,University of Vienna,"public university in Vienna, Austria",Q3918,http://wikidata.org/entity/Q165980
Q326358,1,joiner,"profession; artisan, tradesperson, who builds things by joining pieces of wood, particularly lighter and more ornamental work than that done by a carpenter, including furniture",Q56604560,http://wikidata.org/entity/Q326358
Q1284709,1,master craftsman,occupational rank,Q12737077,http://wikidata.org/entity/Q1284709
Q559597,1,cabinetmaker,profession; person practicing cabinetry,Q12737077,http://wikidata.org/entity/Q559597
Q1840608,1,guildmaster,head of a guild,Q4164871,http://wikidata.org/entity/Q1840608
Q5322166,9,designer,person who designs,Q28640,http://wikidata.org/entity/Q5322166
Q13077251,1,Bernard Montaut,French politician (1823-1899),Q5,http://wikidata.org/entity/Q13077251
Q97603276,1,Gabriel Xavier Montaut,French artist,Q5,http://wikidata.org/entity/Q97603276
Q192229,1,County Tyrone,county in Northern Ireland,Q1317848,http://wikidata.org/entity/Q192229
Q914040,1,Bridport,"market town in Dorset, England",Q3957,http://wikidata.org/entity/Q914040
Q743535,3,Chelsea,area of London and former civil parish,Q2755753,http://wikidata.org/entity/Q743535
Q2330979,1,polygraph,author who writes in a variety of fields,Q28640,http://wikidata.org/entity/Q2330979
Q3130629,2,Henry Basnage,French lawyer,Q5,http://wikidata.org/entity/Q3130629
Q1858637,1,Jacques Thomelin,French composer and organist,Q5,http://wikidata.org/entity/Q1858637
Q2187815,2,Charles Couperin,French organist,Q5,http://wikidata.org/entity/Q2187815
Q39121,10,Leeds,"city in West Yorkshire, England, United Kingdom",Q515,http://wikidata.org/entity/Q39121
Q497060,2,Plön,"municipality in Schleswig-Holstein, Germany",Q134626,http://wikidata.org/entity/Q497060
Q7595111,2,St Paul's Cathedral School,independent school associated with St Paul's Cathedral in London,Q2418495,http://wikidata.org/entity/Q7595111
Q1350189,2,egyptologist,person who studies Ancient Egypt and its antiquities,Q28640,http://wikidata.org/entity/Q1350189
Q1162163,1,director,person who leads a particular area of a company or organization,Q28640,http://wikidata.org/entity/Q1162163
Q73462,2,Zaltbommel,city in the Netherlands,Q13539802,http://wikidata.org/entity/Q73462
Q1860378,1,Rijksmuseum van Oudheden,national archaeological museum of the Netherlands,Q17431399,http://wikidata.org/entity/Q1860378
Q2540461,2,Wahrenbrück,"village in Brandenburg state, Germany",Q253019,http://wikidata.org/entity/Q2540461
Q516707,1,Uebigau-Wahrenbrück,"town in Brandenburg state, Germany",Q42744322,http://wikidata.org/entity/Q516707
Q110011,2,Kołobrzeg,city and urban gmina of Poland,Q2616791,http://wikidata.org/entity/Q110011
Q52084,1,Lucignano,Italian comune,Q747074,http://wikidata.org/entity/Q52084
Q1229288,1,Diss,"town in Norfolk, England",Q3957,http://wikidata.org/entity/Q1229288
Q18954633,2,Walter Cecil Macfarren,English pianist and composer,Q5,http://wikidata.org/entity/Q18954633
Q7981628,1,Wells Cathedral School,"school in Somerset, UK",Q2418495,http://wikidata.org/entity/Q7981628
Q1376987,4,New College,constituent college of the University of Oxford in the United Kingdom,Q2581649,http://wikidata.org/entity/Q1376987
Q43987857,1,"Giovanni Battista Pamphili, 2nd Prince of San Martino al Cimino and Valmontone",Italian prince (1648-1709),Q5,http://wikidata.org/entity/Q43987857
Q110748987,1,Teresa Pamphili,"Duchess of Massa, Princess of Carrara (1654-1704)",Q5,http://wikidata.org/entity/Q110748987
Q124527822,1,Anna Pamphili,Italian noblewoman (1652-1728),Q5,http://wikidata.org/entity/Q124527822
Q110459208,1,Maria Virginia Borghese,Princess Chigi (1642-1718),Q5,http://wikidata.org/entity/Q110459208
Q2935138,1,"Camillo Francesco Maria Pamphili, 1st Prince of San Martino al Cimino and Valmontone",Italian prince and Catholic cardinal (1622-1666),Q5,http://wikidata.org/entity/Q2935138
Q7086876,1,Olimpia Aldobrandini,Aldobrandini family member,Q5,http://wikidata.org/entity/Q7086876
Q962192,1,Pamphili family,Italian noble family,Q13417114,http://wikidata.org/entity/Q962192
Q3291232,2,Cornelis Johannes Kneppelhout,Dutch writer and jurist (1778-1818),Q5,http://wikidata.org/entity/Q3291232
Q15874067,2,Cornelis de Gijselaar,Dutch politician (1751–1815),Q5,http://wikidata.org/entity/Q15874067
Q84244453,1,Margaretha Verwey,Dutch textile artist (1867-1947),Q5,http://wikidata.org/entity/Q84244453
Q2013690,1,John Ricus Couperus,Dutch lawyer (1816-1902),Q5,http://wikidata.org/entity/Q2013690
Q110731245,1,Jkvr. Catharina Geertruida Reynst,18 Apr 1829 Batavia - 12 Feb 1893 's-Gravenhage,Q5,http://wikidata.org/entity/Q110731245
Q1019603,1,Böcklin von Böcklinsau family,noble family,Q13417114,http://wikidata.org/entity/Q1019603
Q14953,1,Lage,"town in North Rhine-Westphalia, Germany",Q54935786,http://wikidata.org/entity/Q14953
Q11727716,1,Johann Georg Kulmus,,Q5,http://wikidata.org/entity/Q11727716
Q1731155,5,orientalist,person who studies Oriental cultures,Q28640,http://wikidata.org/entity/Q1731155
Q26132815,1,Byzantinist,"person specialized in the study of history, culture and civilization of Byzantine empire",Q28640,http://wikidata.org/entity/Q26132815
Q247868,1,Zörbig,"town in Saxony-Anhalt, Germany",Q42744322,http://wikidata.org/entity/Q247868
Q3174599,2,Johann Schweighäuser,French classical scholar (1742 – 1830),Q5,http://wikidata.org/entity/Q3174599
Q1903440,1,Martin Bernigeroth,German drawer and copperplate engraver (1670-1733),Q5,http://wikidata.org/entity/Q1903440
Q108603079,1,Andries Pels,3 Feb 1591 - 27 Feb 1666 Amsterdam,Q5,http://wikidata.org/entity/Q108603079
Q108603084,1,Catharina Vegelmans,13 Aug 1599 - 29 Sep 1669,Q5,http://wikidata.org/entity/Q108603084
Q67310,1,Seegräben,municipality in the canton of Zürich in Switzerland,Q70208,http://wikidata.org/entity/Q67310
Q189290,4,military officer,member of an armed force or uniformed service who holds a position of authority,Q6857706,http://wikidata.org/entity/Q189290
Q61996872,6,musicographer,writer on music and musicians; amateur musicologist,Q28640,http://wikidata.org/entity/Q61996872
Q2459383,1,Hardingstone,"village and civil parish in Northamptonshire, United Kingdom",Q532,http://wikidata.org/entity/Q2459383
Q81153,1,Lincoln College,college of the University of Oxford,Q2581649,http://wikidata.org/entity/Q81153
Q13654033,1,Northampton School for Boys,"school in Northamptonshire, UK",Q159334,http://wikidata.org/entity/Q13654033
Q2033911,1,Oskar Pichler,German architect (1826-1865),Q5,http://wikidata.org/entity/Q2033911
Q72060342,1,Valentin,family of scholars from Frankfurt am Main,Q8436,http://wikidata.org/entity/Q72060342
Q131726376,1,Georg Graevius,,Q5,http://wikidata.org/entity/Q131726376
Q131726378,1,Catharina Pfretzschner,1611 - 1657,Q5,http://wikidata.org/entity/Q131726378
Q12885854,1,François Portus,Greek scholar and translator,Q5,http://wikidata.org/entity/Q12885854
Q75550010,1,Arnauld Casaubon,(1525-1586),Q5,http://wikidata.org/entity/Q75550010
Q75550012,1,Jeanne Rousseau,(died 1607),Q5,http://wikidata.org/entity/Q75550012
Q2222721,1,,family,Q8436,http://wikidata.org/entity/Q2222721
Q19824207,1,William Harrison,English Member of Parliament and Royalist soldier,Q5,http://wikidata.org/entity/Q19824207
Q19823270,1,Richard Harrison,English politician (1646–1726),Q5,http://wikidata.org/entity/Q19823270
Q6237990,1,John Harrison,"English politician, died 1669",Q5,http://wikidata.org/entity/Q6237990
Q7789515,1,"Thomas Fanshawe, 1st Viscount Fanshawe",English politician,Q5,http://wikidata.org/entity/Q7789515
Q3410,2,Hertfordshire,non-metropolitan and ceremonial county in England,Q180673,http://wikidata.org/entity/Q3410
Q5721107,1,Henry Fanshawe,English politician,Q5,http://wikidata.org/entity/Q5721107
Q75428385,1,Elizabeth Smythe,Peerage person ID=135549,Q5,http://wikidata.org/entity/Q75428385
Q174247,1,Mâcon,"commune in Saône-et-Loire, France",Q484170,http://wikidata.org/entity/Q174247
Q2837302,1,Alix de Lamartine,French writer (1766-1829),Q5,http://wikidata.org/entity/Q2837302
Q24625745,1,François de Montherot,French poet,Q5,http://wikidata.org/entity/Q24625745
Q10429346,6,bibliographer,person who describes and lists books and other publications,Q28640,http://wikidata.org/entity/Q10429346
Q1172888,1,Dauernheim,human settlement in Germany,Q253019,http://wikidata.org/entity/Q1172888
Q569680,1,Butzbach,"town in Wetteraukreis in Hesse, Germany",Q3957,http://wikidata.org/entity/Q569680
Q3381571,1,art photographer,"photographer whose work is primarily art, not primarily documentary",Q28640,http://wikidata.org/entity/Q3381571
Q1572315,1,collotype technique,photographic process,Q172839,http://wikidata.org/entity/Q1572315
Q2737155,1,Meltham,"village in West Yorkshire, England, UK",Q532,http://wikidata.org/entity/Q2737155
Q4935182,1,Ruth Almén,Swedish writer and composer (1870-1945),Q5,http://wikidata.org/entity/Q4935182
Q924265,2,Aarhus University,"public university in Aarhus, Denmark",Q875538,http://wikidata.org/entity/Q924265
Q1201057,4,Royal Danish Academy of Music,"music conservatoire in Copenhagen, Denmark",Q184644,http://wikidata.org/entity/Q1201057
Q3148760,2,botanical illustrator,"person who paints, sketches or otherwise illustrates botanical subjects",Q28640,http://wikidata.org/entity/Q3148760
Q4773904,25,anthropologist,person with an extensive knowledge of anthropology,Q28640,http://wikidata.org/entity/Q4773904
Q3621491,24,archaeologist,person studying human activity in the past,Q28640,http://wikidata.org/entity/Q3621491
Q133069,2,Bourg-en-Bresse,"commune in Ain, France",Q484170,http://wikidata.org/entity/Q133069
Q109571760,1,Tournon,"former commune in Ardèche, France",Q484170,http://wikidata.org/entity/Q109571760
Q8484,3,lycée du Parc,public secondary school,Q811979,http://wikidata.org/entity/Q8484
Q368888,1,Sedlec-Prčice,town in the Czech Republic,Q5153359,http://wikidata.org/entity/Q368888
Q193721,1,Tábor,town in the Czech Republic,Q5153359,http://wikidata.org/entity/Q193721
Q12051222,1,Sedlec,neighborhood of Sedlec-Prčice,Q61089180,http://wikidata.org/entity/Q12051222
Q1946900,1,Sedlec,village in Litoměřice District of Ústí nad Labem region,Q5153359,http://wikidata.org/entity/Q1946900
Q3107973,1,Giuseppe Amendola,Italian composer,Q5,http://wikidata.org/entity/Q3107973
Q44573,1,Żebbuġ,city in Malta,Q515,http://wikidata.org/entity/Q44573
Q193896,1,Malta,island of Malta,Q23442,http://wikidata.org/entity/Q193896
Q94802201,1,Francesco Salieri,brother of Antonio Salieri,Q5,http://wikidata.org/entity/Q94802201
Q18609918,1,Giuseppe Simoni,organist of the Legnago Cathedral,Q5,http://wikidata.org/entity/Q18609918
Q48027,1,Legnago,Italian comune,Q747074,http://wikidata.org/entity/Q48027
Q4892657,1,Carme Karr Alfonsetti,"Spanish composer and feminist, editor",Q5,http://wikidata.org/entity/Q4892657
Q61912,1,Wertheim,"municipality in Main-Tauber-Kreis, Germany",Q42744322,http://wikidata.org/entity/Q61912
Q94869616,1,Václav Jan Stamitz,,Q5,http://wikidata.org/entity/Q94869616
Q954596,2,Havlíčkův Brod,town in the Czech Republic,Q5153359,http://wikidata.org/entity/Q954596
Q380588,2,Melanchthon-Gymnasium Nürnberg,"school in Nuremberg, Germany",Q3914,http://wikidata.org/entity/Q380588
Q880228,2,University of Altdorf,"cultural heritage monument in Landkreis Nürnberger Land, Bavaria, Germany",Q3918,http://wikidata.org/entity/Q880228
Q28949675,1,Simon-Pierre Mérard de Saint-Just,French writer (1749-1812),Q5,http://wikidata.org/entity/Q28949675
Q8078085,1,Édoard Creuzé,sport shooter,Q5,http://wikidata.org/entity/Q8078085
Q3219148,1,Laurent Cunin-Gridaine,French politician,Q5,http://wikidata.org/entity/Q3219148
Q16034163,1,Creuzé family,French family,Q13417114,http://wikidata.org/entity/Q16034163
Q555808,1,Giovanni Furno,Italian composer,Q5,http://wikidata.org/entity/Q555808
Q4395043,1,Félix Rault,,Q5,http://wikidata.org/entity/Q4395043
Q817418,1,Joinville,"commune in Haute-Marne, France",Q484170,http://wikidata.org/entity/Q817418
Q183356,1,Charenton asylum,lunatic asylum,Q16917,http://wikidata.org/entity/Q183356
Q212793,3,Charenton-le-Pont,"commune in Val-de-Marne, France",Q484170,http://wikidata.org/entity/Q212793
Q274327,1,Saint-Maurice,"commune in Val-de-Marne, France",Q484170,http://wikidata.org/entity/Q274327
Q95202848,1,Clara Consdorff,,Q5,http://wikidata.org/entity/Q95202848
Q717938,2,Wschowa,city of Poland,Q3957,http://wikidata.org/entity/Q717938
Q94842574,1,Martin Herbrigk,,Q5,http://wikidata.org/entity/Q94842574
Q207593,1,Muret,"commune in Haute-Garonne, France",Q484170,http://wikidata.org/entity/Q207593
Q864102,1,Eymet,"commune in Dordogne, France",Q484170,http://wikidata.org/entity/Q864102
Q182287,1,Crépy-en-Valois,"commune in Oise, France",Q484170,http://wikidata.org/entity/Q182287
